album_uri,album_name,release_date
3cIihtQHTbafhuslahiX2T,Puccini-Arien,2008-07-28
19drfpeEEkaGACeOqku0IM,Fire and Ice: Popular Works for Violin and Orchestra,2001-09-01
1N83LNTQjXhlKwwBo5RjDy,Bruno Mars,2015-09-04
0AZRJYrYZX54iNcosF02k3,Bruno Mars Grenade (Original),2020-03-04
39ZfEkFyT9KlMvq74vsmuK,DJ Dance Tracks Inspired By Our Favorite Top 40 Hits,2010-12-20
0Ee1fstW71ynKXuSeYPz4P,BRUNO MARS,2020-11-17
47yDifmxHueiGrosXo976c,Músicas Pop para Lojas,2022-07-22
1LLf0gCGusDVV4QX4vBvwy,Bruno Mars,2018-03-09
7w0TXgAKb4yhP6MIBOyrw8,Bruno Mars,2013-04-11
5tdSbXNtlQHCe6IE1BE5A7,FRUITS OF MY LABOR,2021-11-19
23pelndoKqTG7l9KmxYSJc,Bruno Mars,2022-03-01
3AWsCQTLZnmZwxfoaXiIhx,Somnium,2019-08-09
23dH1uF29LpAcIFNjpuBrV,Diamonds and Caskets,2022-02-14
0Qx8Sx0CV40RgBLzkfkN5G,Bruno Mars,2022-04-30
5CdAbVjLWLQv5nNcMqWG6B,RARE AF!,2021-01-15
4GGtROil3bqhNf41VMKeFh,Bruno Mars,2018-11-17
2xgNNvvsKtf71g5RCccbDz,Hey Baby,2022-11-02
3PcwkUMDLhr8dpoJqauc05,Consequences of a Drilla,2020-03-24
2MyZkQ9MpZjZMh1O2avnQu,Bruno Mars,2021-10-22
2CPs1hIQlZRsZH4PH17te5,Forever Wavy,2018-02-18
6XWSOmaKz1ALoguwojYm2u,From The Kitchen Corner,2015-02-04
4E9XTp15wqqP05OGapPIli,Sommerparty 2022,2022-06-03
5fxOkOZigbAK5Iv83rKJYh,Vanvid,2019-11-29
1BLhgtj4F1L5uDABxlh7H5,Mental Laundry,2018-04-06
4bxLzm4r5yQ1ursHDrzhy4,Pandemic P (Live From the Secret Suite),2022-01-01
0c8TSvLc6M7yjPaxZYOHPu,Nochevieja Música de Fiesta,2022-12-09
2E0YWY1q2YyWUBeyoScfSm,Kill For Loyalty 2,2022-08-05
16Ceu14T20gi6760IajyDa,Tha Libra III,2022-10-07
1lZSOHSFvuJfzj3BjWIjjp,Don't Tweak,2019-05-21
25ECkrja80S9pJt1EwA5QH,Boundaries,2018-04-27
5f7p4swJvlt5OOqdWcxGZz,BRUNO MARS DO SUBMUNDO,2021-07-19
1r2ywaN34PsMbZir6IrMtj,Freestyling,2019-04-07
5InYIEHzBXiSnf9JgjSUdf,Finesse (Bruno Mars),2020-11-11
2lPnZ05HzPdgiHGBLGwNPX,Vol. 2,2018-04-28
5WkE7UlUr7OTNV5gQODVLn,Pop para Malhar,2022-07-22
50WfOiG3sYsyE5CIKYM09N,Summer Hits Upbeat 2022,2022-05-26
2i74ADHrLV3TX0O9qqvNw0,Sommergefühle 2022,2022-06-03
1psgdzxnNWLW6Sc58mVEK7,Tro’jan Horse,2022-03-07
7mpZzvuGyoZhTHLJFdEso7,Trilogie,2022-04-22
0Neg41qXHsWHsA6Q7KY44P,Tear Drops and Balloons,2018-03-07
3igyNcHOyS00rkGbyeU70t,Raro,2019-02-19
0rx3noxDGqa3Tc8l0LlHMH,Kunk Tapes Vol. 1,2021-11-01
24tVARCVbtZ6LnqJhpnJvB,for you,2023-01-24
0dII6nhRdlaNSAH3UbKHOm,The Art of Futurejazz,2019-10-02
03UcPXAeMs7WWU2KRlz5Z9,Autistic but Artistic,2018-10-27
2LsKgTKqaabQaXESo7g9wA,A Beat for Bruno Mars,2018-07-08
3oD83Z02oY5cNVkPFSp2td,Songs About Brew No Mars,2022-10-10
54ibn9LUt2rWFBNizu7oZN,De mi tragedia nadie se rie,2016-10-03
4nr3AGWt4yrbSWJLylZFTb,A Decade of D-Xtreme (The '04 Till '14 Collection),2017-10-27
24twLsZAZnec7b7ZtFyhAL,Flow Bruno Mars,2020-07-24
4WyjwinDWc2xuYrmx9IDeB,Connections,2018-12-07
606RYexaR6OtugZBgeXs2S,So You Wanna Be Punk?,2014-12-14
4L2c6unVH4foNy4syP8xAG,Paul Is Mijn Zoon Niet,2019-11-20
5IPpLLP6teuBeaijRUYDUP,Spoken with Strings,2019-05-10
4AgEI9NWL3BGaMMHd0JBnO,10s Best Rewind,2022-12-16
0PIeVV4M2WFt53bCtECRc8,Hip-Hop-Mix,2023-01-06
4ADCDSP8f9eaxc17qtivCR,Who We Be Rap,2022-02-25
0l2E6OFnBcxzvN6Q2YFbCj,Chill Rap,2022-07-22
2lFynnnDmejVbQfaQb6dEE,Save The Day: Chill Rap,2022-08-12
4iXP9qJYPaAuSrtMrvpe2l,Smooth Hip Hop,2022-04-22
6RQrHhhgSgwSFZKFcRCbA3,Certified R'n'B,2022-02-25
4bbeXfo85zoTHamPw7xsUs,The Three Tenors - In Concert - Rome 1990,1990-01-01
1x0pOFrymKBGnGbiHmyGnb,new years eve party 2023,2022-11-04
3wGsemyIA0V2SPk0wWlLgu,Bizet: Carmen,1978-01-01
3Qyf2bOvsNuyZw3abtCBbQ,Puccini: Turandot,1982-01-01
7wTcnAlGQbJC5vMfwdpdeK,Verdi: Nabucco,1983-01-01
6aWIpkaSmKp4zmasN3S0GB,Christmas All Over The World,1905-06-15
3c62bjFFOdOuk39h6TF4X3,Händel: Water Music HWV 348-350 and Suite from Il pastor fido HWV 8c,1905-06-18
6AWJUvJzyPQWxkTryQTbgE,The Three Tenors - In Concert Rome 1990 (And Selected Highlights),2020-07-04
058KG1ukF14Ldalzg5ROky,Wagner: Parsifal,1992-06-25
1rllXZdTsBBmGDhp1j9TLm,Plácido Domingo at the MET,2014-03-24
5omHC0CJ6ArHPXz4yEUpCJ,Verdi: Aida,1905-05-27
5ORFZrSuaMxzv1rlDrItmo,Viral Summer Hits 2022,2022-05-26
2yBknqPdlP6nk5WopJwAkl,My iPhone Killed Bruno Mars,2015-10-27
3dK1auSaJtUA6Rh87P50kX,Grenade Piano Version - Bruno Mars,2011-07-10
14Vb2KmuMa4zsEb2gcTwGM,Internacionais Mais Tocadas,2022-07-22
3aJRTWBHis7iOwtmrKlgUy,The Promise of a New Year EP,2011-01-11
531jBCbVLFx9m8g63Fvq9i,Mirror,2011-09-20
5N908fN8d6jKcxsFVLxlt3,Soiree d'ete : Summer Hits Mix 2022,2022-07-02
0yWv1cO1b570G1B5wXT1up,Pop Internacional Pra Dançar,2022-07-22
6Jk2bajjBqVizABmvB5CVo,Pop Internacional 2022,2022-07-22
75UkH5p5wLpU5utEcYd9qX,Happy Summer Songs,2022-05-26
402AK9S18DZiqzezzqFDJ4,Sonne and Gute Laune,2022-06-03
7yMyVt6UBicleRklmgfyTF,Summer Songs: Tik Tok Hits,2022-05-26
4JG23uEycAKdgefr1rFSYp,Feel Good Summer Songs,2022-05-26
4xcSUXaMQ0TclAXrGfKCrW,Mirror,2011-09-20
555BRa1vUydWuLrPgmxXpD,Summer Songs Upbeat 2022,2022-05-26
6SShC5ACxSUSlTvPbk6A0j,Summer Songs: 2000s Pop,2022-05-26
6dFlSjJamyVX3Um0Joaif3,Summer Viral Hits 2022,2022-05-26
1h4cp2iOP371iZSD2rLWQZ,Bruno Mars - lucky star (Let's Go) - C.,2012-01-04
1r3XBu4zfs2tRlbkfMVJvb,Músicas Pop para Malhar | Academia 2022,2022-07-22
5b26DvhaAzj83aV48AuUwU,Bruno Mars - Marry You (Goldilya Remix),2012-01-21
6ALFPhJCL5AVcm1d5Kcrx1,Cardio Pop,2022-07-22
1NeZ6oYVALUuygJwW5zvve,Treino Pop 2022,2022-07-22
1yEWWBdGBl7U8nyivyeId3,Summer Pop Party Songs,2022-05-26
45iq9J0CiZUSEmyO8A1AO9,O Melhor do Pop Internacional,2022-07-22
0ku7pA5GHUTHyMTlLW9q7b,Sommerhits 2022,2022-06-03
5U5FSSLSVstvalAYIRMArl,Hits Internacionais Virais,2022-07-22
5GgLYqIC73uZinP4qElSLP,Viral Summer Hits,2022-05-26
7zGnR0kDz3tOcFKU3MpxTc,Fête de la musique : Best of 2022 France,2022-07-02
4tY8vHR2QnJ5UcrUmJmzcG,Pop para Trabalhar,2022-07-22
0zOGevb4OxiTGRh4foDAmp,Sommer 2022,2022-06-03
1dNHgJJ4fcY4OpVeRjmNeN,Cynthia Covers 2020,2021-02-01
0evSqptUFUbxZjrtgSwZAq,100X30 the Future of Music,2017-12-15
1bHpGYPgQH1L4NAZgngSKv,866,2017-01-26
5ktAb1JzaU98zOFPQPHDte,Do I Look Like Bruno Mars?,2019-09-14
0gGfl0YLyaH2rP4jp3Ys1X,Out of Australia,2014-09-01
4SvJLg6YhG4Pi8K1ae2O5f,de könstitutiönN,2022-04-12
4KWrt1R9Ku6aim70HqlQ6Q,Pyramid 999+,2017-10-07
4i11UWXFkhOZiQtwXWCZ72,Half My Life,2017-12-01
2eDAzMKmdY9hMg2awLpkwR,洋楽 HIT SONG 1 (カラオケ),2017-01-19
59Mi8LUBJnlkdlMk5k0lAW,Shapes,2004-01-01
0M7z8wBAIO0KBX91cQ9w4x,Christmas in Vienna V,1905-06-20
5NRn7WJmvXfLVS0Vuo0QNG,Christmas in Vienna,1993-10-05
3xOTi4xyUvjD4GLriS6Fy6,Aida Highlights,1905-06-13
73J7pnDgRJdMACcjBOXWlB,Plácido Domingo - Sacred Songs,2002-01-01
14KKUdntFAQY36ZC4gytJh,Jacques Offenbach: The Tales of Hoffmann,1989-01-01
4I9AG93MXl0ZWJX4B4Lt4Z,Aida,1991-03-25
01Qah3i9hFG2R7f9gMrHkd,Tenores en Vivo. Pavarotti. Doming. Carreras.,2021-04-06
5WBZTJvRbZ2fO01bXJpNHp,Ayoo,2017-03-09
3vC6WJatACMOOusT2ZjPGW,Baby (Chop Kiss),2016-01-27
7qDEyhPdP8zam1BnajlY1y,Taking Over,2017-03-15
4NAaxJfZhBjccbVxpGP0FU,Kpuu Kpaa,2016-09-26
1jwWFHEmnEGKFIZUku4PgR,Obordorbidi,2016-06-18
4vr2gkRB2OYFzdbAr8sPqN,JJC,2022-06-04
6IkKsXXGYwf2qJyegYjbJL,Freedom,2017-10-08
1d8FbjJGeuNXm4Ca0qrcow,Dem Confuse,2017-03-17
1d2qR21aFW10JEIbCIwGdB,Don't Try,2016-05-30
2qpipZFpj6fDEtYhHKaUNG,Umbrella,2017-02-19
4zIT8DG8YxqmaLmFezIyrb,Cocoa Season,2016-05-30
1Ku9r3lDnVrkppLx4GEp72,Forgetti,2017-06-06
1ZmFN3LFSigxfnCAh07iJU,Talk Talk,2016-01-27
4yU9Hks9Do9O68yg0Nnn3c,BulletProof,2017-07-01
2WK3TyEXdPZAgZynyji0cj,Starbwoy,2017-10-28
4zSRittCbD6t9I4HK3ytLG,London Girls,2017-03-31
6fosVtas1D2IJyDQyrRPeI,My Level,2018-09-09
3uT8Rz4CL9CRDnX1offpSP,Skin Pain,2017-02-28
7MSIKGEWTZIZogojcPWlZG,Reign,2018-10-13
5feQwDJp1sqexS9ACxAbML,Allo,2017-04-26
058ESjdrxI85F4GR5EfEHA,ON GOD,2022-05-05
2O0LgDBh6ZybvkVJg4XDz9,Thunder Fire,2018-05-31
5TY8Oalb8MWVHUs4pYaNoK,Wonder Boy,2019-10-19
7lp7xqBhRLgS5Vi9o5kpIx,Low Tempo,2017-05-17
6V3FSC5hQ4J01f1HHOT9C4,The Prophecy,2019-09-27
2who1nEdJmq126rK6sUfnA,Prove You Wrong,2016-03-29
0Z0dCY6FvS50Hrig9obNPM,Up a Road Mixtape,2015-01-23
4QEVcLFiLTmXW8IFqZY4d5,Mightylele,2015-12-04
1LNBKD1h72r4ALqj9j0V7D,Haters,2017-09-01
552zi1M53PQAX5OH4FIdTx,The Lion King: The Gift,2019-07-19
687UdOc8aR6WcxS5to8J3P,Borjor,2019-10-21
0fojDbfnQ9vu6cI22t05vx,One Of a Kind,2023-01-24
6Y58WbRGs99y5uieKy1gV8,Gringo,2018-04-27
4lV3kKwR46VyAuIW1x8jBV,1 Don,2021-01-10
0je7JZsDlah6ydg8YC2OHB,Adwenfi (feat. Kuami Eugene and Shatta Wale),2017-11-02
1XtLon2uF8F6a5w5gRmjer,Aplanke,2017-02-22
5VdzTpFZRDHbVm36QPbuH1,Melissa,2019-07-04
7D4Ou0mywxLaN2fERDcBcf,Botoe,2021-07-15
1Ne4TthIrhxHoCM4TrlzXX,Cash Out,2022-10-16
4VpBs0mXIcvKYvDoGmbWvX,Signboard,2019-02-19
5CDjFioisMKX8UmCR6ONU9,Foundation,2015-03-31
0fmUiOwcfVSvmjm0e7HG8h,Ay3 Halfcast,2019-03-29
1ytmaP0pFAUO44t9eKHTEy,African Girl,2018-12-07
3AYIhA0LWY8aentgClofbZ,Shoulder (Radio Edit),2022-05-12
1f6x0ZuKLrt493XidQFGoN,Hajia Bintu,2020-12-25
1MW8m6LL9SvHCI3L8fWtQp,Omo Ada (feat. Shatta Wale and Fela Makafui),2019-02-22
5jdHHh80lt4qtZX312RQJ9,Sm Cultural Anthem,2018-11-15
3YzgJ7FabbRmGFNrQ0xPFK,Kpuu Kpa Challenge (Boga Dance Edition),2017-05-17
3Zvj12WpKM0mk0ZL0l5rIy,Miss Money,2020-07-04
6kgRMZugAgrfeUgeQqpB9t,H.I.T (Haters In Tears),2020-09-04
6sZt51TKlz6cZnNzgjnAtR,Stubborn Academy,2022-01-28
4BLHs4HKOkzO4lofvYlHa4,Alright (feat. Shatta Wale),2020-12-11
2e0Z9m2HU2sSAcQD39U3zd,2023,2023-01-01
4dLpImANuu6coXORPTIpyo,Baby,2019-03-08
0hGUbt9JA5m7jYJxO3RwMU,Gi Dem (Remix),2020-11-27
01W43KdTTTYrCzTQPpG52K,See Something,2022-12-09
2HLRnSkHcokbVtXufTWo80,Celebration,2019-12-25
7eMoC7OB62nVrFDrsq67kk,Shw3,2021-06-15
2Nv5QI2HJ20VJWLEpMvpuE,Blow Up,2021-03-19
7fjYFUfyrbjHxqs85U8RVq,Never Again,2019-03-22
64931plauEkvuLoBbSz4Fe,Unicorn,2023-01-13
2RuURORd6Jhaqf8QHMPh9M,Adole,2023-01-12
2QAqaV2DdfYjkgSKsyRYgT,SOCIETY,2022-12-15
21PIEseTFriFqFVtzzfeMG,Competition,2022-12-28
7kUuNU2LRmr9XbwLHXU9UZ,The Lion King: The Gift [Deluxe Edition],2020-07-31
08ngM1tkbfF8ULYvFLpfAb,Nima Duss Riddim,2015-10-16
0NsygSdcmBWPTGaur5yVvo,Shatta Wale Akwele Take Jazz,2021-12-30
0fHKy0XClwsR8syAsoKn2L,Unicorn,2023-01-09
6LF7lz1IEsfRiZaeiz8Msc,H.G.P,2022-11-12
0bjZoGNLTfbxFPdktRcK96,Standard,2023-01-08
2BlUOayAWq5uPRoZLSHeid,Dont Call Me,2022-12-19
4GoXy7eHORVQLjAYcBE8kM,London Bridge,2023-01-16
52WRXL8Z5JeODCqBU39Ork,Ekorso,2020-11-27
5ejyNN3YSxnQVk1tz73ZRk,Wale Wale,2017-07-27
6b8PslTBXOTHKOeDLxeciX,Barrel (Remix),2021-04-09
78symDiTzUaogxigrjA4Ib,Survive,2022-12-12
4yV1wWo0wonMeiBn09kIVv,Ghana (Highlife),2022-12-16
414fHH8cKoo9QpFowJyHst,AfroVerse,2022-07-29
0j0TS4sFbmoCA8Q0ZBA05V,SHATTA,2022-11-18
4BogvFSLnUKhEcu6Dszu6b,Green Times Mixtape,2014-03-09
1QMz1cIEYFql91zXWbaJ1V,Life Be Time,2019-02-01
5kPuErmRy5YV051YWnCSUL,Like Jesus,2019-02-13
1dSWykFVecI8Hz34snfIE2,Ferrari,2016-01-27
4tywCG8iG1QjvJLD053NSL,Level,2017-06-14
577Hw7Cgue0CnSF6SuUtoW,Waitti,2017-07-05
38Iv2HNeALClrHY7P19WET,Duna,2017-09-23
5SpHgrtC76XpV5gEZMldtA,Back 2 Back,2014-07-23
7ripBPnx4VGaNXrqkqlZMA,Sorry,2022-06-02
7AfJl7jvOz0iroZCJzat28,Stevie Wonder,2019-05-03
4eG3sOirF0gl6P5GeD907t,Real Monster,2017-05-19
5ajaAhys0xIPxf80YTchPW,Akwele Take,2020-01-10
4kV3OhdQdwXnhlko60jo4R,Queen Solomon,2018-12-04
7FRqpbjea8iRxOe6Pu0sJW,Adwenfi,2018-03-26
5u64PWOWjEEuNkb4NzOgix,Hunter,2022-05-30
42VKfLjVh8EmxSgI0kK71E,Who Miss Me?,2021-06-03
3IrBmREe0BEgmE8JoQp1sv,Only One Man,2019-03-05
2zt2wATmSrKTxYjtFCqbJr,Re-Vee-Lation,2014-11-12
4dRmlY3mIy3KmrbYjKYJ9m,Jail Man,2021-11-05
4qk57n2H0VJYOsJ3MI9pIG,Jeje (feat. Shatta Wale),2016-12-20
2yDU0e5grLsmuiGsGudAxs,Be Afraid (Remix),2021-11-19
3iBSIM2LLmRKQC0sOyaq04,We Still Dey (feat. Shatta Wale),2016-07-08
2cZ282rvAi7r0cUa4CPC94,What do you know about me,2022-07-19
5SJYcohfTah6DeAMUWWkYP,Bullet Proof (Remix),2017-11-10
0Ub4pjqm0vVFuTB33kvc7t,Cold Store,2022-07-02
1sbfnhDkw3iwVu4UFiv09l,Island - Single,2019-01-11
0HK81zqid6qaCaTcG2AJIP,GOG CHAFF,2021-11-19
50MizkEwWnRapiN9W8hjKN,Street Most Wanted,2017-01-25
702giPo6lhucR6zHIphSbI,Ahodwo Las Vegas,2020-12-18
3zvxuBTvWaU1oR7ZK8BhxO,King of Kings,2022-07-28
254U4dgkOkHMvfHdtQ4tcm,Tropical Depression Riddim,2021-04-16
2tqrcjFSjFZp1Ir9uRtifD,Ghana We Dey,2020-03-04
6i5FrOgNx0s83Hl73LXzs2,Shito,2018-03-07
0ZNf28aNFQaFF3AF8VaBMG,Ma Chargie 100%,2017-06-05
7oImKYSXYnlw6Jz13KorGG,CROSSROADS,2022-04-01
0YDs0blk74mhiYj4UyGPet,Anointing,2018-11-13
4Wyrsjy7DOfAKo3iu4SeYr,Shoulder Audio Slide,2022-05-13
3FuO840YnOSY49VpZZ1aAw,Wha’ da …#and@***,2022-07-21
39RypmR9M1M5hfhCxbQcZU,God Is Alive,2019-05-21
4xSiR40GYvHJz6S5hOhBK6,The Manacles of a Shatta,2020-04-17
4g0fsCgInHTeWiAfp8sRAC,Packaging,2019-04-20
4qPe546ProRRmkQ4tEfe1Z,No Brain,2022-11-18
1H8urjAdFr1S6snUFMKUcw,Apple Juice,2020-02-07
775jw2c2Tn5GyDoisuGiC3,No Look,2019-11-22
0s7JO5jwC7NT2KsT59u4Oo,M.O.E.T (Money Ova Everything),2022-03-23
4f3G32f9Rk77kiSlOPlhpp,I LIKE IT,2022-10-28
2dcoLCjAudSyFcuWkocM7J,Success Tomorrow,2020-10-12
2pFkt87nTNMveVIjoXr23y,Heavy Load (feat. Damage Musiq),2019-02-03
7FGEzct9pyxXYBXagPA0N2,Amazing Grace,2021-03-19
3I4PP7ar3kRE5f3w9QkyJE,Afro Dance,2019-12-06
61q5cMcuX6iS1odbplXF6N,KONKONSA,2021-11-12
5vOpDVowekdCylaDIiV5We,Electricity,2022-08-18
0Vx87OUwaMOQUUudF9aLRZ,Patience,2021-10-26
1ft9Y02v6EehNoFoOShH1V,ATM Remix (feat. Shatta Wale),2016-05-27
3BGTyKtnsiwisC6TpxEyvE,Baby,2021-07-29
3duGoq617U2FfeRi7U1Nkc,Sore (Remix),2021-03-04
7Do1ZdSsHFPD0I1fKiQipx,Prelude,2020-03-13
41IfG6m1JTCyYcuMswd6Gi,Akatafoc,2020-07-28
5Ewx1LnkI8rBY99Y7eBJwC,The Way I Move - Single,2018-02-16
0sTvbOjO6n9qeHVoapnN5X,Fa Me Saa,2022-11-11
4EGfdSv0CktH3oMEL3t1BU,Juice Riddim,2021-06-19
5XL8mceOvL8ZadTlvzLQzf,Afrobeats Stew (DJ Mix) (Edited) (Mixed),2021-12-14
46356QHIb3lRX1M7SLydKF,The Lion King: The Gift [Deluxe Edition],2020-07-31
6t96UNcO5FfPMWnH0I9Pba,Shotta Flow 3,2022-07-26
70NFohOBBvH7ohmIshls7e,Low,2020-12-11
19XQoafv5GNIAki89Pldmr,Queens,2021-01-31
1Ot9JtIfZvcadvlPGxmkVT,Bowdel,2022-02-27
3dq5gSTIbemBscto55j9XB,Land Lord,2022-01-23
1vvcMMivNdpzA0QjmyWKrV,1957,2022-06-02
1zmkbNFKDxVURNOmD1Aa5c,Happy Birthday,2016-11-23
6puUjLKFpqqTTN6j2GIRol,Knockout Audio Slide,2022-05-09
0tjl309DgRUOYkLIhzxhnR,Differren Star,2020-07-16
51b9YnFJrEig2MdR3GlMCi,Keep Trying,2022-09-13
3o9nznJDdc94Za5Fm7Xi64,Testimony,2018-07-25
5etX0KyGfaePntAiqwIu7T,Life Changer,2017-02-14
2pu17SBUPuPYXKu5C5BXVz,Bossu (Shut up Ridim),2016-03-22
2s9ScCAh4XWpWaD8MqBxHi,See da Fool,2017-10-19
1W9Sxg1fGkaPyYplJpk5aK,Magical Year Mixtape,2015-08-21
212WazLGZ3dttfbqoXJWHN,Korle Bu,2017-10-31
44gFgcW8QXJ3lv8XYQRLGj,True Believer,2018-03-26
0R9flF1wGMiiTn6XOIyK91,Fever,2020-06-03
7Gacwx8f61pLHCCiH74vQK,For where,2022-09-13
03SPyBY4hgYmYyNaQKiSlO,Shatta Wale Praises,2021-01-01
7sQomWhBxgNkDb6LshZJ2K,Pray for Me,2018-01-24
4PJdI0sZsyRUuff3ecRSdV,Sleepless Night,2020-04-28
5BjfuZvq23hu5a4oJbSJUR,Juju,2019-03-06
0iOd1NdZYwUnvgw5zoT24h,Ona,2021-09-14
6o0I5gNsWOskwmBArLOMQY,Tomorrow Tomorrow,2018-08-22
5KAPZXHYGXp5V74BsOXFpq,Kimberly,2020-05-15
5Ks1Vv7iBd9I9Pg212mQxm,Shatta Wale,2020-01-27
0UFKvvbyqBB53Qa6HBOl0D,No Mercy for the Cripple,2018-03-26
4bZOIVeI2Up7Za1SSmgvtI,Opana (feat. Shatta Wale),2017-12-12
61P2SDhexSQEfO2U7x5WBY,High Supremacy Riddim,2020-03-20
0WtP5ehXujEdiOpAy7qq46,Sex Life,2021-09-22
7LLH3pYoZYQ7e3h3KbKIfo,Realest Thing,2020-07-11
4JPJrmr95i8dO0w68DJwGC,Top Speed,2020-01-11
3fuOlOy6Jj3D2KzrBxjP5e,Best Life,2022-02-11
6TdqxHh5B43c4GTARxzlID,More Loving,2021-04-23
5SvohOdi7tiynmfDB20x1A,Big Man Ting,2021-07-05
6SOD1wqQuuQxq7jfaHIT5M,shatta wale,2021-02-23
4gi9xGIe7W4QpJGtmb2crI,Shatta Wale,2019-09-30
1fiWeborTgfolBgapy6sGM,Shatta Police,2017-02-02
7bohXwdU4sgE3mCHRW4V6m,Wawane (feat. Shatta Wale),2019-01-07
40HN4muTLTG1wlL7L0xkWs,Ishuru,2020-10-07
32A88ExCM9R96d0YCLXZbd,Choppings,2020-12-04
1vWjJuWcyuoMv0ZxSpmbGw,Shatta Wale,2020-01-15
6MZQgC0x2XTAMeABEeYO9i,Shatta Wale On God Refix,2022-08-10
0kk6nWYHPE6h41JHsVIlTU,Make or Break,2021-03-28
2EJDgQ4rTiux32iydji7WS,Dancehall Dweet,2022-02-11
41GH7srF3qjSYKnEnhMPli,Shatta Wale,2020-11-17
05TziAgJsoL6CuoNYz45zE,Introduction,2022-10-28
6IbYUmdhRdmUsRsH9huBmR,Mr Pundit,2022-09-14
4jATKHlqPwQ2IqJe5TJGXc,Y3koom,2018-11-05
6q3wtEYkbyYeKxpgmDRqxA,Miami Heights,2019-05-10
0GkkomH4gUpgRR0ajhbPnq,SHATTA WALE GRATEFUL GRAMPS MORGAN NSTRUMENTAL,2022-12-30
3izRWcQvg90W89QFmKqvWH,Anointing,2018-11-11
7sSHL9CwH8mAh1wCg9kdNx,Society Contract,2022-08-23
7EzhDssT9bKrseSR6sJ7lp,African Girl,2018-12-07
5MB5x6LUrCQmQ2LI1Ho9Z7,Too Much Henny [Remix] (feat. Shatta Wale),2019-08-14
6uaqIoB15piPuxDou5WJgn,Yawa of the day,2022-05-09
6DodJn7MIWeIV54vcMVUnX,Grateful (Letter To Shatta Wale),2020-06-10
5W4SucR4quwbPmgtPUrIKI,F.U.C.K Shatta Wale,2018-04-02
1Z7ZKxhtlDngUXjkmYPbL1,Shatta Wale Tik Tok,2022-03-05
5kAr7BXXCfxUVjpKkLKDsN,Ghana Must Go,2016-03-06
2h55cQA3jNivltyg7D5wMX,Party Fi Life (feat. Shatta Wale) - Single,2016-09-09
1PqB2aKfKBOj1L0nvAKE2r,Laugh out Loud,2020-02-10
4X0kxvB4l0cAUaLkXzfQ07,Too Ugly,2020-02-21
1xgLKEXcIobj6EJsQtzfax,Shatta Wale - On God Instrumental,2022-10-18
1lA3xdJWQ5evkRVXSxKK7y,Adofo Asa (Shatta Wale On God Riddim),2022-06-16
1N8pclDcVEvndwCmgH0w3w,One Don,2021-12-10
5vtwYpTCw8oxZMD4Gcyq1a,Reggae Vaccine,2021-06-04
477eJkW2xDZcS711VGqDrm,Inna Di Night,2021-03-03
0GZCzgizjdJScinA7TfAWP,Building Bridges,2021-06-18
3mOQpHmVV4JB81k8WRjL7h,Compilation,2022-02-18
5UDFx3MNJxHYPy7aEl7Vp8,Fuck Shatta Wale,2018-10-21
6KHprBFE3kNc6AjApNlpvm,The Beginning - EP,2020-05-08
5BqzfoHWRXZCMZrYsQtxST,Bush Kelele (Warning to Shatta Wale Pt. 1),2020-10-15
5dztqvNzheInnSJEqxoFaH,Too Sweet (feat. Shatta Wale),2015-07-13
3ThQzgrsDfD1wehkNgwyBG,Shoe Maker Shatta Wale Diss,2018-12-04
0e7d7KUD6EHKn9VbQ9LcKS,High Expectations,2019-08-07
7HPM2okFOYg0tAUynou7Qq,Chacha,2020-02-17
3Y0fUOO2nXnJa7lJpMn4pO,Shatta with 9 - Single,2019-02-08
5fe0GXi81VxjnMsDROjQB2,Ice Cream Shop,2016-12-18
5Ljw7WOgmXlq3xQiO1UAVJ,ADANSIE,2022-02-11
1xpkWQsPzjwASxlmE1TZtI,Greatest,2020-05-26
2grRvDxyJZxTsymxYQ0Jwg,My Mind Is Made Up,2018-09-25
4twjx5CMSXu1Cnr6yLTrZj,What Deh Go On,2019-07-03
1FcQfSLvxScsaChZWDVxUV,You Can't Touch Mi,2015-02-15
25yr6DcfbDzPOJDoobbXMg,You Chop?,2017-02-14
3RRNuCoiX5swn0PzLAkZsJ,Bronya,2019-12-18
2CXXxGo0SGrSPcI556gdKs,Your Life,2020-06-12
6ACAHGPmaiTQdpP0oSCxJj,Bra Wale,2021-09-03
3rKiaR7zInqbEKkhGgntGw,Mechanism,2016-12-13
1uzADoMCGeth9cnezKtZbl,Fa Ma Me (Give It to Me) [feat. Shatta Wale],2018-01-31
5HhByIdiVbYnHibRNvlpur,Open n Close,2017-02-28
552Ci8k1rnEXUW5wYdDNR1,Adwoa,2017-05-11
3M3B2pKlVu3Gsb2nnc9tGB,Infinity,2020-05-06
11WttYx858ndemM695uNey,Million Miles Mixtape,2015-03-31
0gcnfS677Jf2gUjiMM6apU,Yawa,2016-05-13
6YfugqrQOiZPWTwrTuvwq8,So Sad,2017-01-31
72kdZRp9azHEKr1mNMCDTc,Save Her Heart,2020-02-07
6pNWSoCWCstXhwsp1UTZMW,Nepa,2019-03-15
0eFoZ9gWmFAaXmBRdJYut2,Zinabu,2016-01-27
1z28sSM9cBYTe75X778RYm,Don't Go There,2016-09-26
1AyLbbzzC996BHnxc34kH8,Little Tip,2020-03-01
0GP5LSXza5b85gwiLPHfRN,Ginger,2018-08-08
